restaurant_name,address,zip_code
Taco John's,910 S Pokegama Ave,55744
Taco John's,108 Atlantic Ave,56267
Taco John's,1212 N Union Ave,56537
Taco John's,1030 W Main St,42445
Taco John's,1361 Brookdale Ctr,55430
Taco John's,1425 Highway 10 W,56501
Burger King,5834 W Camelback Rd,85301
Taco Bell,1925 Lancaster Ave,19805
White Castle,1280 MacArthur Rd,18052
Burger King,21551 N Lake Pleasant Pkwy,85382
SUBWAY®,3522 Tweedy Blvd,90280
Panda Express,1155 Saint Louis Galleria,63117
Burger King,2207 W Happy Valley Rd,85085
Burger King,6402 S Rural Rd,85283
Burger King,11445 W Buckeye Rd,85323
Fuku,110 Wall St,10005
Little Caesars,1336 Huntington Dr,91010
Sbarro,6700 Douglas Blvd,30135
Primo Hoagies,2410 Catasauqua Rd,18018
Hardee's,2324 6th St,57006
De Afghanan Kabob House,1035 Geary St,94109
Jimmy John's,6451 W Diversey Ave,60707
Raising Cane's,949 Commonwealth Ave,02215
Moe's Burger Joint,997 Main St,06604
Arby's,6151 State Hwy 12,13815
Arby's,2946 Ny Route 11,13862
Jimmy John's,1299 S Federal Hwy,33062
Bobby's Burger Palace,3925 Walnut St,19104
Arby's,5424 S 1900 W,84067
Waffle House,2993 Main St,29108
Waffle House,325 Savannah Hwy,29407
Waffle House,2571 Ashley Phosphate Rd,29418
Subway,8101 Forest Hills Rd,61111
Subway,100 E Main St,40324
Subway,260 Versailles Rd,40601
Subway,928 N Mulberry St,42701
Subway,2749 Leitchfield Rd,42701
Subway,14116 Charlotte Ave NE,47164
Subway,1451 Indianapolis Blvd,46394
Subway,1430 N Green St,46112
Subway,140 3rd St NE,47441
Subway,1350 W Bloomfield Rd,47403
Subway,1109 E National Ave,47834
Subway,7251 S Warren Rd,46792
Subway,714 E Dupont Rd,46825
Subway,7405 Maplecrest Rd,46835
Moe's Southwest Grill,655 Grand Blvd,32550
Subway,2501 E North St,46755
Subway,2373 E Main St,46168
Subway,224 S Main St,46347
Subway,222 N Detroit St,46580
Subway,2125 Edsel Ln NW,47112
Subway,1870 S Ohio St,46151
Wendy's,4610 County Dr,23842
Wendy's,4648 Cleburne Blvd,24084
Wendy's,4701 Main St,77002
Wendy's,4169 Lyndon B Johnson Fwy,75244
Wendy's,4374 Southwest Dr,79606
Wendy's,404 E Market St,20176
Wendy's,407 23rd St,79015
Wendy's,3904 Victory Blvd,23701
Wendy's,3601 Price Club Blvd,23112
Wendy's,3700 Tiffany Ln,23456
Wendy's,3431 Columbia Pike,22204
Wendy's,327 W Reservoir Rd,22664
Wendy's,3461 Old Halifax Rd,24592
Wendy's,3208 Preston Rd,75034
Wendy's,2801 Virginia Ave,24078
Wendy's,2643 Front St,24641
Wendy's,2828 W Wheatland Rd,75237
Wendy's,2805 Palmer Hwy,77590
McDonald's,2540 W Chandler Blvd,85224
McDonald's,1900 W Warner Rd,85224
McDonald's,1090 E Pecos Rd,85225
McDonald's,3515 E Race Ave,72143
McDonald's,1212 S Rock St,72150
McDonald's,2230 N 3rd St,72949
McDonald's,7101 John F Kennedy Blvd,72116
McDonald's,709 Highway 71 N,71953
McDonald's,10201 N Rodney Parham Rd,72227
McDonald's,2030 N 1st St,72076
McDonald's,1815 E Highland Dr,72401
McDonald's,200 E Grand Ave,71901
McDonald's,3101 Albert Pike Rd,71913
McDonald's,9200 Highway 71 S,72916
McDonald's,4800 Towson Ave,72901
Loving Hut,2855 Stevens Creek Blvd,95050
Burger King,3765 Gateway Dr,58203
Burger King,333 University Ave W,55103
Burger King,3151 32nd Ave S,58201
Burger King,2535 Division St N,55109
Burger King,2120 London Rd,55812
Burger King,2025 Northdale Blvd NW,55433
Burger King,1650 Robert St S,55118
Burger King,1535 N Lakeshore Dr,55041
Jack in the Box,8840 Foothill Blvd,91730
Jack in the Box,8605 W Pico Blvd,90035
Jack in the Box,8405 Foothill Blvd,91040
Jack in the Box,835 W Carson St,90502
Jack in the Box,830 N Vermont Ave,90029
Jack in the Box,813 W El Camino Real,94087
Jack in the Box,802 Santa Monica Blvd,90401
Jack in the Box,7905 Imperial Hwy,90242
Jack in the Box,7895 Monterey St,95020
Jack in the Box,7807 Sunrise Blvd,95610
Jack in the Box,7795 Stockton Blvd,95823
Jack in the Box,7503 E Slauson Ave,90040
Jack in the Box,72358 Baker Blvd,92309
Jack in the Box,7217 Mission St,94014
Jack in the Box,7201 S Western Ave,90047
Jack in the Box,7120 S Broadway,90003
Jack in the Box,699 Danenberg Dr,92243
Jack in the Box,6865 La Palma Ave,90620
Jack in the Box,697 Curtner Ave,95125
Wendy's,2311 S Gregg St,79720
Wendy's,2201 Pacific Ave,23451
Wendy's,2224 E Riverside Dr,78741
Wendy's,2213 Veterans Blvd,78840
Wendy's,2120 John Rolfe Pkwy,23233
Wendy's,2126 Ruffin Mill Rd,23834
Wendy's,2130 E Southlake Blvd,76092
Wendy's,2111 W University Dr,78539
Wendy's,2041 Justin Rd,75028
Wendy's,210 Patton St,77009
Wendy's,2003 E Belt Line Rd,75006
Wendy's,1910 S Buckner Blvd,75217
Carl's Jr.,344 W Manchester Blvd,90301
Carl's Jr.,31181 Niguel Rd,92677
Carl's Jr.,31461 Santa Margarita Pkwy,92688
Carl's Jr.,3255 Saviers Rd,93033
Carl's Jr.,3005 W 6th St,90020
Carl's Jr.,3101 Newport Blvd,92663
Carl's Jr.,2903 Burgener Blvd,92110
Carl's Jr.,28023 Scott Rd,92563
Carl's Jr.,2727 Santa Monica Blvd,90404
Carl's Jr.,25351 Railroad Canyon Rd,92532
Carl's Jr.,25167 W Dorris Ave,93210
Carl's Jr.,2365 Roll Dr,92154
Carl's Jr.,2420 Mitchell Rd,95307
Burger King,684 River Rd,07646
Burger King,645 Central Ave,07018
Burger King,607 W Union Ave,08805
Burger King,594 Cross Keys Rd,08081
Burger King,439 Market St,07663
Burger King,410 Delsea Dr N,08028
Burger King,255 Heller Pkwy,07107
Burger King,250 N Washington Ave,07621
Burger King,205 Passaic Ave,07032
Burger King,208 Hanover St,08068
Capriotti's Sandwich Shop,6340 W Charleston Blvd,89107
Italian Village Pizza,308 Scenery Dr,15037
Mustard Seed,4750 N Division St,99207
Burger King,3701 Hillsborough St,27607
Burger King,450 N Elliott Rd,27514
Burger King,3500 Poole Rd,27610
Burger King,3400 Westgate Dr,27707
Burger King,3430 E Franklin Blvd,28056
Burger King,310 E Trade St,28202
Burger King,231 S Madison Blvd,27573
Burger King,2015 W Vernon Ave,28504
Burger King,1702 Stantonsburg Rd,27834
Burger King,1566 Benson Rd,27529
Burger King,1601 W Ehringhaus St,27909
Burger King,1480 Julian R Allsbrook Hwy,27870
Burger King,1400 National Hwy,27360
Burger King,1300 Western Blvd,27886
Wingstop,2992 65th St,95817
Arby's,903 W Main St,45373
McDonald's,1804 Teall Ave,13206
Saladworks,6326 N Andrews Ave,33309
Subway,645 Poquonock Ave,06095
Subway,50 Union Ave,06519
Subway,52 Waterbury Rd,06712
Subway,462 Howe Ave,06484
Subway,4615 Main St,06606
Subway,349 Main St,06422
Taco Bell,450 W Olive Ave,93257
Subway,321 Broadway,53965
Subway,1400 Washington St,54241
Round Table Pizza,1170 N Capitol Ave,95132
Jim's Steakout,3336 Sheridan Dr,14226
Subway,135 Fairgrounds Memorial Pkwy,14850
Boston Market,701 W 15th St,75075
Subway,20206 Hillside Ave,11423
Subway,2898 Westinghouse Rd,14845
Subway,817 S 4th St,13069
Subway,402 Larkfield Rd,11731
Subway,4 Chevy Dr,13057
Wingstop,17501 Colima Rd,91748
Taco Bell,191 Disc Dr,89436
Taco Bell,1913 Sheridan Rd,60099
Taco Bell,1930 East 20th St,95928
Taco Bell,1944 E Valley Pkwy,92027
Taco Bell,1950 US Highway 14 East,53581
Taco Bell,1953 E Colorado Blvd,91107
Taco Bell,1969 W County Road 48,33513
Taco Bell,198 N Route 73,08091
Taco Bell,19795 McLoughlin Blvd,97027
Subway,1197 Farmington Ave,06010
Panda Express,5347 N Blackstone Ave,93710
SUBWAY®,2801 W Broad St,23230
Wingstop,15242 Wallisville Rd,77049
Charo Chicken,6531 Edinger Ave,92647
Subway,9522 Crain Hwy,20772
Subway,978 Largo Center Dr,20774
Subway,8640 Guilford Rd,21046
Subway,9221 Lakeside Blvd,21117
Subway,9010 Ocean Hwy,21871
Subway,8200 Perry Hall Blvd,21236
Subway,7550 Teague Rd,21076
Pizza Hut,330 Fisher Rd,71449
Pizza Hut,908 W Court St,71483
Pizza Hut,1900 N Parkerson Ave,70526
Pizza Hut,3026 Goodman Rd E,38672
Pizza Hut,1506 University Ave,38655
Pizza Hut,2222 W Main St,38801
Jimmy John's,2220 SW Archer Rd,32608
Arby's,300 S Lincoln St,80807
Arby's,20 Commerce Drive,17063
Arby's,3501 Hwy 71 South,51360
Arby's,8630 Us Hwy 51,54548
Arby's,7942 Edinger Ave,92647
Arby's,13982 Newport,92780
Arby's,605 Potomac Station Drive NE,20176
Arby's,8127 Lee Hwy,22042
Arby's,5401 Whittlesey Blvd,31904
Subway,1 Campus Dr,49401
Subway,75 E Main St,12586
Subway,32 Public Sq,13601
Subway,573 Uniondale Ave,11553
Subway,1135 Wicker St,12883
Subway,1600 Burrstone Rd,13502
Subway,2136 W Genesee St,13219
Subway,317 S Cascade Dr,14141
Subway,84 N Main St,13460
Huddle House,1640 Saint Mary St,70583
Great Wall Restaurant,15048 Farnsworth St,94579
Pizza Hut,4318 Grand Haven Rd,49441
Luby's,8801 North Loop E,77029
Subway,2401 State Highway 25 N,54751
Subway,5606 Schroeder Rd,53711
Subway,140 W Cherry St,53813
Subway,919 Fond Du Lac Ave,53040
Subway,6804 Green Bay Rd,53142
Carl's Jr,810 S Grand Ave,91740
SUBWAY,309 US Highway 101 S,95531
SUBWAY,900 E Washington Blvd,95531
Taco Bell,105 Business Loop W,58401
Jimmy John's,2540 W Apache Trl,85120
Big Island Pizza,760 Kilauea Ave,96720
Cook Out,1055 Tiger Blvd,29631
Culver's,551 S Monroe Ave,50401
My Daddy's Pizza & Grille,594 Pawtucket Ave,02860
Arby's,164 Warrenton Rd,22405
Boddie Noell Enterprises Inc,3110 Raeford Rd,28303
KFC,8 Pearson Blvd,01440
Arby's,219 Western Ave,04330
Pizza Hut,35503 21st Ave Sw,98023
Chick-Fil-A,2405 Boundary St,29906
Arby's,1330 George Dieter Dr,79936
Schlotzsky's,507 Interstate 45 N,77304
SUBWAY,300 Rivercrest Blvd,75002
Chick-Fil-A,5815 Burke Centre Pkwy,22015
Arby's,4400 Chantilly Pl,20151
Pizza Hut,845 E Highway 33,68333
McDonald's,7028 Us 322,16319
Bobby's Burger Palace,188 Highway 35,07724
Fox's Pizza Den,106 Collinsburg Rd,15089
Chick-Fil-A,5651 Route 42,08012
Roma Pizza,438 Boulevard,07604
Burger King,1481 Blackwood Clementon Rd,08021
Boston Market,332 State Route 10,07936
Cafe Paris,106 Walnut Ave,07016
Burger King,4701 Edgmont Ave,19015
Abruzzi Pizza,4011 Edgmont Ave,19015
Burger King,736 S Sterling St,28655
Arby's,1022 N Court St,44256
Bistro To Go,748 Lassus Ln,71106
Pizza Hut,320 Brick Blvd,08723
McDonald's,260 Central Ave,07307
Pizza Hut,1875 N Highway 66,74015
Arthur Treacher's Fish & Chips,926 E Waterloo Rd,44306
Arby's,2073 E Market St,44312
Arby's,1636 W Market St,44313
Blimpie,3712 W Main St,74701
Chick-Fil-A,1407 N Whisenant Dr,73533
Arby's,1823 S 4th St,73018
Chicken Express,1700 S 4th St,73018
Arby's,625 Jonestown Rd,27103
Pizza Hut,1256 S Stratford Rd,27103
Pizza Hut,1009 S Park St,73651
Tony Wang's Chinese Restaurant,2217 Lincoln Hwy E,17602
Burger King,1240 Winchester Ave,41101
Culver's,605 N Lincoln Rd,49829
Pizza Hut,2501 Locust St,62301
D & M Subs,1606 Ludington St,49829
Pizza Hut,20 Columbia Ave E,49015
Burger King,2300 W Cumberland St,28334
McDonald's,180 Veterans Blvd,28713
Burger King,2433 Lewisville Clemmons Rd,27012
McDonald's,124 4th St Sw,58301
SONIC Drive-In,901 Smoky Park Hwy,28715
Pizza Hut,250 Nc Highway 9,28711
KFC,510 Nc Highway 9,28711
Pizza Hut,25 New Clyde Hwy,28716
Danielle Inc,105 W Bellevue St,49307
Chipotle Mexican Grill,1081 Pine Plaza Dr,27523
Subway,1861 Roanoke Rd,30240
Subway,8103 Tara Blvd,30236
Subway,5000 Talmadge Dr,30523
Subway,197 S Main St,30546
Subway,4104 Windsor Spring Rd,30815
Arby's,1511 Yadkinville Rd,27028
Arby's,2216 E Main St,28092
Arby's,3009 Fayetteville Rd,28358
Arby's,1015 S Main Street,27284
Arby's,1000 Truckstop Road,27542
Arby's,311 Blowing Rock Blvd,28645
Arby's,1808 Nc Highway 67,28642
Arby's,2217 Martin Luther King Dr,27406
Arby's,1845 Us Highway 70 SE,28602
Arby's,806 S Main St,27253
Subway,2300 S Douglas Hwy,82718
Dunkin' Donuts,2477 S Archer Ave,60616
Dunkin' Donuts,201 N Clark St,60601
Dunkin' Donuts,220 W Washington St,60606
Dunkin' Donuts,1411 E 53rd St,60615
Dunkin' Donuts,1244 N Ashland Ave,60622
Dunkin' Donuts,100 W Randolph St,60601
Dunkin' Donuts,8753 S Stony Island Ave,60617
Subway,101 Clearview Cir,16001
Subway,450 Schoolhouse Rd,15904
Jamba Juice,11738 Carmel Mountain Rd,92128
Hardee's,301 Linwood Dr,72450
Hardee's,1111 Highway 62 65 N,72601
Hardee's,2985 N College Ave,72703
Quiznos Sub,9 N Main St,02379
Smithfield's Chicken 'n Bar-b-q,375 Walmart Super Center,27344
Smithfield's Chicken 'n Bar-b-q,3578 Davis Dr,27560
Whataburger,2401 W Berry St,76110
Hardee's,100 Creech Rd,29016
Hardee's,1617 N George St,17404
Hardee's,517 W Main St,15401
Hardee's,16395 Lincoln Hwy,15533
Hardee's,625 Lincoln Way E,17201
Hardee's,2242 S Limestone St,45505
Hardee's,13023 Us Highway 35 NW,43128
Whataburger,3123 S Eastman Rd,75602
Whataburger,171 N Stemmons Fwy,75067
Whataburger,4902 San Bernardo Ave,78041
Whataburger,9029 Spencer Hwy,77571
Subway,224 Lancaster Pike,43113
Subway,2102 Lincoln Way E,44646
Subway,2133 Needmore Rd,45414
Subway,2031 W 25th St,44113
Subway,1865 N 21st St,43055
Subway,1855 Lockbourne Rd,43207
Subway,1800 Euclid Ave,44115
Subway,1710 Southgate Pkwy,43725
Subway,2050 N Mall Dr,71301
Subway,7162 Highway 1,71350
Subway,701 E California Ave,71270
Jack in the Box,3111 E Chapman Ave,92869
Jack in the Box,3002 Ming Ave,93304
Jack in the Box,2867 Highland Ave,93662
Jack in the Box,2793 W Ball Rd,92804
Jack in the Box,2775 S Reservoir St,91766
Jack in the Box,2701 E Cesar E Chavez Ave,90033
Jack in the Box,221 Central Ave N,98032
Jack in the Box,8520 Evergreen Way,98208
Jack in the Box,1515 132nd St SE,98208
Jack in the Box,1810 S 272nd St,98198
Jack in the Box,330 Cartwright St,37072
Jack in the Box,5656 Old Hickory Blvd,37076
Jack in the Box,650 Gallatin Pike S,37115
Jack in the Box,201 S Highway 78,75098
Jack in the Box,2002 Clear Lake Rd,76086
Chick-fil-A,12501 N Mo Pac Expy,78727
Chick-fil-A,902 W Mcdermott Dr,75013
Chick-fil-A,3811 S Cooper St,76015
Chick-fil-A,4700 S Cooper St,76017
Chick-fil-A,2000 Gallatin Pike N,37115
Chick-fil-A,6564 Clinton Hwy,37912
Chick-fil-A,800 S Gay St,37929
Chick-fil-A,1205 E Stone Dr,37660
Chick-fil-A,2101 Fort Henry Dr,37664
Chick-fil-A,10916 Parkside Dr,37934
Chick-fil-A,3063 Mallory Ln,37067
Chick-fil-A,305 Old Lebanon Dirt Rd,37076
Chick-fil-A,1804 Gunbarrel Rd,37421
Chick-fil-A,5560 Sunset Blvd,29072
Chick-fil-A,1379 W Wade Hampton Blvd,29650
Chick-fil-A,901 9th St,29720
El Pollo Loco,2032 N Mannheim Rd,60160
El Pollo Loco,2253 E Baseline Rd,85234
El Pollo Loco,21610 Valley Blvd,91789
El Pollo Loco,21212 Bake Pkwy,92630
El Pollo Loco,2221 E Palmdale Blvd,93550
El Pollo Loco,2225 Plaza Pkwy,95350
El Pollo Loco,17307 Crenshaw Blvd,90504
Subway,301 Cumberland Hwy,15530
Subway,198 Grant St,15552
Subway,175 E Pike St,15317
Subway,113 Roberts Rd,15442
Jack in the Box,4210 Crenshaw Blvd,90008
Jack in the Box,40771 Village Dr,92315
Jack in the Box,3980 E Ocean Blvd,90803
Jack in the Box,3981 Tyler St,92503
Jack in the Box,39878 Los Alamos Rd,92562
Jack in the Box,3886 Chicago Ave,92507
Jack in the Box,36848 Fremont Blvd,94536
Jack in the Box,3504 Firestone Blvd,90280
Jack in the Box,3450 La Sierra Ave,92503
Jack in the Box,3399 E Pacific Coast Hwy,90755
Jack in the Box,3188 Baldwin Park Blvd,91706
Subway,120 S Rodeo Dr,73529
Subway,109 W Main St,73030
Subway,109 W Ray Fine Blvd,74954
Subway,107 S Denver St,74959
Jack in the Box,9825 Burnet Rd,78758
Jack in the Box,110 E William Cannon Dr,78745
Jack in the Box,6419 Airport Blvd,78752
Jack in the Box,1807 E Park Row Dr,76010
Jack in the Box,521 N Watson Rd,76011
Jack in the Box,753 W Lamar Blvd,76012
KFC - Kentucky Fried Chicken,2215 W Gentry Pkwy,75702
Jack in the Box,615 S Gordon St,77511
Subway,911 Highway 278 E,38821
Subway,620 S State St,38614
Subway,507 E Russell St,38916
Subway,500 John R Junkin Dr,39120
Subway,340 Highway 43 S,39145
Subway,3710 W 4th St,39401
Jack in the Box,150 Dorset Dr,95620
Jack in the Box,1465 S Mission Rd,92028
Jack in the Box,14485 Foothill Blvd,92335
Jack in the Box,1450 W Campbell Ave,95008
Jack in the Box,1401 N Mcdowell Blvd,94954
Jack in the Box,13510 S Western Ave,90249
Jack in the Box,1335 S Soto St,90023
Jack in the Box,130 Cochran St,93065
Jack in the Box,12603 Norwalk Blvd,90650
Jack in the Box -,126 N Azusa Ave,91702
Jack in the Box,1243 N Highland Ave,90038
Jack in the Box,12403 Washington Pl,90066
Jack in the Box,1231 W Whittier Blvd,90631
Jack in the Box,12150 Carson St,90716
Jack in the Box,1205 Broadway St,94063
Jack in the Box,1200 Oak St,93304
Subway,150 Columbia St,12144
Subway,110 Main St,12804
Subway,97 Denny Way,98109
Subway,4215 University Way NE,98105
Subway,82 Manetto Hill Mall,11803
Subway,725 Pittsford Victor Rd,14534
Subway,1220 Howell St,98101
Subway,416 S Service Rd,11772
Dunkin' Donuts,7221 Torresdale Ave,19135
Dunkin' Donuts,701 Market St,19106
Dunkin' Donuts,5753 Wayne Ave,19144
Subway,241 E Fm 1382,75104
Subway,2306 S Jefferson Ave,75455
Chick-fil-A,229 Bush River Rd,29210
Chick-fil-A,10136 Two Notch Rd,29229
Chick-fil-A,2070 Sam Rittenberg Blvd,29407
Chick-fil-A,1665 State Hill Rd,19610
Chick-fil-A,461 Clairton Blvd,15236
Chick-fil-A,6379 Hamilton Blvd,18106
Chick-fil-A,805 Baltimore Pike,19064
Chick-fil-A,1000 Ross Park Mall Dr,15237
Chick-fil-A,901 Market St,19107
Chick-fil-A,2204 S Columbus Blvd,19148
Chick-fil-A,280 Exton Square Mall,19341
Chick-fil-A,1051 Boardman Poland Rd,44514
Chick-fil-A,4779 Great Northern Blvd,44070
Chick-fil-A,8787 Sancus Blvd,43240
Chick-fil-A,7850 Mentor Ave,44060
Chick-fil-A,1500 Polaris Pkwy,43240
Chick-fil-A,7401 Market St,44512
Waffle House,4097 Marietta St,30127
Dunkin' Donuts,108 Front St,02066
Dunkin' Donuts,17 Railroad Ave,01966
Dunkin' Donuts,201 Canal St,01970
Subway,9190 Highland Rd,48386
Subway,9169 W Lake City Rd,48629
Subway,901 N Van Dyke Rd,48413
Subway,888 W Houghton Lake Dr,48651
Subway,900 W Chicago Blvd,49286
Dairy Queen,3660 W Capital Ave,68803
Dairy Queen,901 Plum Creek Pkwy,68850
Dairy Queen,116 9th St N,59401
Burger King,250 W Rollins Rd,60073
Subway,2600 Mcingvale Rd,38632
Dairy Queen,3351 Washington Rd,15317
Dairy Queen,256 Allegheny Blvd,15825
Dairy Queen,155 Richard St,16866
Five Guys,3124 Kathleen Ave,27408
Dairy Queen,1640 N Humiston Ave,56187
Dairy Queen,404 S Main St,54665
Dairy Queen,8399 Unity Dr,55792
Dairy Queen,1000 Shields Ave,55981
Dunkin' Donuts,1191 Main St,01742
KFC - Kentucky Fried Chicken,2205 Versailles Rd,40504
Subway,50 Water St,01238
Subway,5 S Main St,01569
Subway,48 Chelmsford St,01824
Subway,450 Pittsfield Rd,01240
Subway,381 Tyler St,01201
Subway,386 Cabot St,01915
Subway,32 Union St,01027
Subway,287 Great Rd,01460
Subway,29 Central St,01475
Subway,3005 Cranberry Hwy,02538
Subway,251 Iyannough Rd,02601
Burger King,5615 Boydton Plank Rd,23803
Burger King,172 W Old Cross Rd,22844
Burger King,830 J Clyde Morris Blvd,23601
Burger King,2424 Memorial Ave,24501
McDonald's,190 Interstate 10 N,77702
McDonald's,1911 Marsha Sharp Fwy,79415
McDonald's,18751 Lyndon B Johnson Fwy,75150
Burger King,111 Julie St,54660
Burger King,1287 N Main St,54022
Burger King,926 S Hastings Way,54701
Gangnam Style Korean Kitchen,115 Harvard Pl,13210
Red Baron Drive-In,838 S Washington St,83110
Which Wich,3880 Paxton Ave,45209
Sonic Drive-In,140 W 4th Ave,74010
Sonic Drive-In,801 W 3rd St,73644
McDonald's,558 Peavine Rd,38571
McDonald's,1216 N Locust Ave,38464
McDonald's,1001 S Jefferson Ave,38501
McDonald's,1225 Trotwood Ave,38401
McDonald's,438 E Main St,38340
McDonald's,1019 Mineral Wells Ave,38242
McDonald's,3363 Austin Peay Hwy,38128
McDonald's,6048 Stage Rd,38134
McDonald's,5084 Summer Ave,38122
McDonald's,2200 Covington Pike,38128
McDonald's,4210 Summer Ave,38122
McDonald's,2650 Lake Rd,38024
McDonald's,4096 Elvis Presley Blvd,38116
McDonald's,3377 Winchester Rd,38118
McDonald's,1861 S 3rd St,38109
McDonald's,905 Union Ave,38103
Long John Silver's,123 Raff Rd SW,44710
Long John Silver's,785 W Central Ave,45066
Burger King,2584 Airport Rd,49202
Burger King,1250 S 11th St,49120
Burger King,6100 Sawyer Rd,49125
Burger King,2051 Washington Ave,49085
Burger King,1500 Michigan Ave W,49037
Burger King,3121 E Saginaw St,48912
Burger King,2464 Cedar St,48842
Burger King,2184 E Grand River Ave,48843
Burger King,1675 Wright Ave,48801
Burger King,1580 W Lake Lansing Rd,48823
Burger King,200 N Clare Ave,48625
Burger King,2029 S Saginaw Rd,48640
Burger King,10210 S Clare Ave,48617
Burger King,3670 E Washington Rd,48601
Burger King,1420 N Michigan Ave,48602
Burger King,19055 Silver Pkwy,48430
KFC - Kentucky Fried Chicken,4835 N Austin Ave,60630
Sonic Drive in,900 E 6th St,74447
Long John Silver's,1414 Harrisburg Pike,43223
Long John Silver's,1027 Conant St,43537
Panera Bread,4179 Tamiami Trail South,34293
Panera Bread,400 W Market St,40202
Panera Bread,380 Palladio Pkwy Suite 301,95630
Panera Bread,43 Church Street,05401
Panera Bread,3401 West Genesee Street,13219
Panera Bread,3175 West Broadway Blvd,65301
Burger King,1835 Washington St,02339
Burger King,165 Pearl St,02184
Burger King,61 Broadway,02148
Burger King,62 Granite St,02169
Burger King,210 Brighton Ave,02134
Burger King,100 Washington St,02121
Burger King,944 Bennington St,02128
Burger King,4594 Washington St,02131
Wendy's,2485 S University Blvd,80210
Wendy's,2070 S Federal Blvd,80219
Wendy's,2681 E 120th Ave,80233
Wendy's,25607 Conifer Rd,80433
Wendy's,101 N Main St,81416
Wendy's,4611 Milestone Ln,80104
Wendy's,1151 N Colorado Ave,80723
Wendy's,3435 Salida St,80011
McDonald's,1425 Missouri Blvd,65109
Burger King,1600 Richmond Ave,08742
Burger King,15 Newman Springs Rd,07724
Burger King,131 S Black Horse Pike,08094
Burger King,1200 South Ave,07062
Burger King,100 Franklin Ave,07110
Burger King,320 Highland St,03264
Burger King,283 Amherst St,03063
Burger King,623 2nd St,03102
Burger King,603 Lafayette Rd,03842
Burger King,324 Washington St,03743
Burger King,970 Washington St,68008
Burger King,7606 N 30th St,68112
Burger King,4313 S 24th St,68107
Burger King,3222 N 90th St,68134
Burger King,3627 S Lincoln Ave,68467
Burger King,3810 Old Cheney Rd,68516
Wendy's,6290 Sheridan Blvd,80003
Wendy's,2955 N Main St,94597
Taco Bell,215 W Jackson St,94544
